outlet_id,category,outlet_name,dealer_name,outlet_type,state,city,locality,street_address,pincode,country,latitude,longitude,telephone,email,contact_person,opening_hours,payment_modes,amenities,rating_value,rating_count,page_url,map_url
277821,Retail_Fuel,IndianOil,Ksk Chansar,GasStation,Jammu And Kashmir,Baramulla,Chansar,"Khata No 94, Khasra No 220",193402,India,33.644600,75.019200,+919419090956,zuby19@yahoo.co.in,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,,,https://locator.iocl.com/indianoil-ksk-chansar-petrol-pump-chansar-baramulla-277821/Home,https://locator.iocl.com/indianoil-ksk-chansar-petrol-pump-chansar-baramulla-277821/Map
196297,Retail_Fuel,IndianOil,Mehboob Filling Station,GasStation,Jammu And Kashmir,Srinagar,Parim Pora,Fruit Mandi,190001,India,34.099226,74.762177,+917006465500,mehboobfuelstation@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.1,22,https://locator.iocl.com/indianoil-mehboob-filling-station-petrol-pump-parim-pora-srinagar-196297/Home,https://locator.iocl.com/indianoil-mehboob-filling-station-petrol-pump-parim-pora-srinagar-196297/Map
196296,Retail_Fuel,IndianOil,Bakshi Gurdasmal Issar &amp; Co,GasStation,Jammu And Kashmir,Srinagar,Silk Factory Road,"No L12002 &amp; 11013, Solina",190001,India,34.057956,74.802811,+919419135976,bgmissar8@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",3.2,596,https://locator.iocl.com/indianoil-bakshi-gurdasmal-issar-co-petrol-pump-silk-factory-road-srinagar-196296/Home,https://locator.iocl.com/indianoil-bakshi-gurdasmal-issar-co-petrol-pump-silk-factory-road-srinagar-196296/Map
238397,Retail_Fuel,IndianOil,Arfeen Service Station,GasStation,Jammu And Kashmir,Baramulla,Kunzer,"Ground Floor, Takia Batpora, Magam Tang Road",193404,India,34.087716,74.5167483,+919419003432,amikazehra77@gmail.com,Haq Inam Ul -Zahra Amika,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",4.5,99,https://locator.iocl.com/indianoil-arfeen-service-station-petrol-pump-kunzer-baramulla-238397/Home,https://locator.iocl.com/indianoil-arfeen-service-station-petrol-pump-kunzer-baramulla-238397/Map
238278,Retail_Fuel,IndianOil,Al Murad Filling Station,GasStation,Jammu And Kashmir,Baramulla,Athoora,"Ground Floor, Kreeri Babareshi Tapper Road",193198,India,34.180416,74.486641,+919469985044,raeeslone2018@gmail.com,Akther Rubeena,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.8,29,https://locator.iocl.com/indianoil-al-murad-filling-station-petrol-pump-athoora-baramulla-238278/Home,https://locator.iocl.com/indianoil-al-murad-filling-station-petrol-pump-athoora-baramulla-238278/Map
518485,Retail_Fuel,IndianOil,Hirra Filling Station,GasStation,Jammu And Kashmir,Baramulla,Mirgund,"Khasra 156 Khewat 57 Khata 251, Nh 1 Within 5 Km Of Kps",193121,India,34.142032,74.643825,+919419006941,Farah.Asif.Iqbal1975@Gmail.Com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,1,1,https://locator.iocl.com/indianoil-hirra-filling-station-petrol-pump-mirgund-baramulla-518485/Home,https://locator.iocl.com/indianoil-hirra-filling-station-petrol-pump-mirgund-baramulla-518485/Map
519324,Retail_Fuel,IndianOil,North Kashmir Fuels,GasStation,Jammu And Kashmir,Baramulla,Katipora,"Hardumadam Tangmarg Kareeri, Baramulla",193402,India,34.091807,74.429571,+917051512162,Iamkashmirns@Gmail.Com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,5,15,https://locator.iocl.com/indianoil-north-kashmir-fuels-petrol-pump-katipora-baramulla-519324/Home,https://locator.iocl.com/indianoil-north-kashmir-fuels-petrol-pump-katipora-baramulla-519324/Map
196301,Retail_Fuel,IndianOil,MIP Service Station,GasStation,Jammu And Kashmir,Srinagar,Bemina,"Bemina Bridge, Bypass Road",190001,India,34.068546,74.773048,+919419187476,mipservice8@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",3.5,34,https://locator.iocl.com/indianoil-mip-service-station-petrol-pump-bemina-srinagar-196301/Home,https://locator.iocl.com/indianoil-mip-service-station-petrol-pump-bemina-srinagar-196301/Map
196298,Retail_Fuel,IndianOil,Valley View Service Station,GasStation,Jammu And Kashmir,Srinagar,Sheltang,Ground Floor,190012,India,34.109139,74.746576,+919419002016,valleyview_iocl@yahoo.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.1,216,https://locator.iocl.com/indianoil-valley-view-service-station-petrol-pump-sheltang-srinagar-196298/Home,https://locator.iocl.com/indianoil-valley-view-service-station-petrol-pump-sheltang-srinagar-196298/Map
196307,Retail_Fuel,IndianOil,Ennco Filing Station,GasStation,Jammu And Kashmir,Srinagar,Karan Nagar,Ground Floor,190010,India,34.080850,74.800505,+917006901471,enncofillingst@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",3.8,255,https://locator.iocl.com/indianoil-ennco-filing-station-petrol-pump-karan-nagar-srinagar-196307/Home,https://locator.iocl.com/indianoil-ennco-filing-station-petrol-pump-karan-nagar-srinagar-196307/Map
196299,Retail_Fuel,IndianOil,United Motors,GasStation,Jammu And Kashmir,Srinagar,Athwajan,Pantha Chowk,191101,India,34.040956,74.876808,+919419078744,mohsin9321@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",3.9,204,https://locator.iocl.com/indianoil-united-motors-petrol-pump-athwajan-srinagar-196299/Home,https://locator.iocl.com/indianoil-united-motors-petrol-pump-athwajan-srinagar-196299/Map
196308,Retail_Fuel,IndianOil,Nowshera Filling Station,GasStation,Jammu And Kashmir,Srinagar,Vicharnag,"Zoonimar, Nowshera",190011,India,34.133652854431,74.803948719314,+919419019237,nowsherafillingstn@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.6,194,https://locator.iocl.com/indianoil-nowshera-filling-station-petrol-pump-vicharnag-srinagar-196308/Home,https://locator.iocl.com/indianoil-nowshera-filling-station-petrol-pump-vicharnag-srinagar-196308/Map
196305,Retail_Fuel,IndianOil,Little Sons &amp; Co,GasStation,Jammu And Kashmir,Srinagar,Mominabad,Srinagar Bypass,190001,India,34.063843,74.783439,+919419006825,littlesonssgr@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.1,132,https://locator.iocl.com/indianoil-little-sons-co-petrol-pump-mominabad-srinagar-196305/Home,https://locator.iocl.com/indianoil-little-sons-co-petrol-pump-mominabad-srinagar-196305/Map
196313,Retail_Fuel,IndianOil,Jehlum Service Station,GasStation,Jammu And Kashmir,Srinagar,Lasjan,"Ground Floor, Bypass",191101,India,34.036992,74.867450,+919419035082,jehlumservicestn@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,187,https://locator.iocl.com/indianoil-jehlum-service-station-petrol-pump-lasjan-srinagar-196313/Home,https://locator.iocl.com/indianoil-jehlum-service-station-petrol-pump-lasjan-srinagar-196313/Map
196312,Retail_Fuel,IndianOil,Hazrat Bal Filing Station,GasStation,Jammu And Kashmir,Srinagar,Habak Crossing,Ground Floor,191201,India,34.144415,74.837615,+917889332735,ASIA@GMAIL.COM,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.4,473,https://locator.iocl.com/indianoil-hazrat-bal-filing-station-petrol-pump-habak-crossing-srinagar-196312/Home,https://locator.iocl.com/indianoil-hazrat-bal-filing-station-petrol-pump-habak-crossing-srinagar-196312/Map
196310,Retail_Fuel,IndianOil,Azad Filling Station,GasStation,Jammu And Kashmir,Srinagar,Munwara bad,Bab E Dam,190001,India,34.085298,74.819501,+919419002079,azadfillingstation.iocl@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,750,https://locator.iocl.com/indianoil-azad-filling-station-petrol-pump-munwara-bad-srinagar-196310/Home,https://locator.iocl.com/indianoil-azad-filling-station-petrol-pump-munwara-bad-srinagar-196310/Map
196320,Retail_Fuel,IndianOil,Rafiquee Service Station,GasStation,Jammu And Kashmir,Srinagar,Chathabal,Baramulla Road,190010,India,34.091830,74.776752,+919419002883,majid.rafiquee@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",4,265,https://locator.iocl.com/indianoil-rafiquee-service-station-petrol-pump-chathabal-srinagar-196320/Home,https://locator.iocl.com/indianoil-rafiquee-service-station-petrol-pump-chathabal-srinagar-196320/Map
196325,Retail_Fuel,IndianOil,Soura Filling Station,GasStation,Jammu And Kashmir,Srinagar,Soura,Ganderbal,190011,India,34.145114,74.802467,+919419001423,bashir.pandit@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",3.1,242,https://locator.iocl.com/indianoil-soura-filling-station-petrol-pump-soura-srinagar-196325/Home,https://locator.iocl.com/indianoil-soura-filling-station-petrol-pump-soura-srinagar-196325/Map
196324,Retail_Fuel,IndianOil,Issar Service Station,GasStation,Jammu And Kashmir,Srinagar,Batmaloo,Ground Floor,190009,India,34.075695,74.797435,+919796453505,sanjayissar8@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",,,https://locator.iocl.com/indianoil-issar-service-station-petrol-pump-batmaloo-srinagar-196324/Home,https://locator.iocl.com/indianoil-issar-service-station-petrol-pump-batmaloo-srinagar-196324/Map
196311,Retail_Fuel,IndianOil,Wani Fuels,GasStation,Jammu And Kashmir,Srinagar,Zewan,Pantha Chowk,191101,India,34.036883,74.910251,+919797946001,imtiyazwani047@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.4,34,https://locator.iocl.com/indianoil-wani-fuels-petrol-pump-zewan-srinagar-196311/Home,https://locator.iocl.com/indianoil-wani-fuels-petrol-pump-zewan-srinagar-196311/Map
196317,Retail_Fuel,IndianOil,Ahad Filling Station,GasStation,Jammu And Kashmir,Srinagar,Shaltang,"Baramulla, Gulmarg Road",190017,India,34.106266,74.753047,+919419430000,sallu.imran@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.4,7,https://locator.iocl.com/indianoil-ahad-filling-station-petrol-pump-shaltang-srinagar-196317/Home,https://locator.iocl.com/indianoil-ahad-filling-station-petrol-pump-shaltang-srinagar-196317/Map
196326,Retail_Fuel,IndianOil,Shamas Service Station,GasStation,Jammu And Kashmir,Srinagar,Sonwar,Ground Floor,190004,India,34.071577,74.838960,+919797671553,shamas.iocl@gmail.com,Manager,Monday: 05:00 AM-11:30 PM; Tuesday: 05:00 AM-11:30 PM; Wednesday: 05:00 AM-11:30 PM; Thursday: 05:00 AM-11:30 PM; Friday: 05:00 AM-11:30 PM; Saturday: 05:00 AM-11:30 PM; Sunday: 05:00 AM-11:30 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.5,61,https://locator.iocl.com/indianoil-shamas-service-station-petrol-pump-sonwar-srinagar-196326/Home,https://locator.iocl.com/indianoil-shamas-service-station-petrol-pump-sonwar-srinagar-196326/Map
238181,Retail_Fuel,IndianOil,Ganderbal Filling Station,GasStation,Jammu And Kashmir,Srinagar,Rajbagh,"Ground Floor, Ganderbal",190008,India,34.208806871702,74.792822238970,+917006285398,ganderbalfillingstation@yahoo.com,Ara Jahan -Pandit Nusrat Ahad,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,175,https://locator.iocl.com/indianoil-ganderbal-filling-station-petrol-pump-rajbagh-srinagar-238181/Home,https://locator.iocl.com/indianoil-ganderbal-filling-station-petrol-pump-rajbagh-srinagar-238181/Map
237921,Retail_Fuel,IndianOil,Kashmir Fuel Center Ganderbal,GasStation,Jammu And Kashmir,Srinagar,Ganderbal,"Ground Floor, Srinagar Leh Road",191201,India,34.210152,74.786894,+919419013065,rangrez.adv@gmail.com,Ahmed Mandoo,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.7,487,https://locator.iocl.com/indianoil-kashmir-fuel-center-ganderbal-petrol-pump-ganderbal-srinagar-237921/Home,https://locator.iocl.com/indianoil-kashmir-fuel-center-ganderbal-petrol-pump-ganderbal-srinagar-237921/Map
196335,Retail_Fuel,IndianOil,Rafiquee Service Station,GasStation,Jammu And Kashmir,Srinagar,Narbal,"No L 11002, Badgam",190001,India,34.1197632,74.6855089,+919797002136,majid_rafiquee@yahoo.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking; Toilet,4.1,74,https://locator.iocl.com/indianoil-rafiquee-service-station-petrol-pump-narbal-srinagar-196335/Home,https://locator.iocl.com/indianoil-rafiquee-service-station-petrol-pump-narbal-srinagar-196335/Map
238521,Retail_Fuel,IndianOil,Sheikh Filling Station,GasStation,Jammu And Kashmir,Srinagar,Haran,"Ground Floor, Narainbagh, Badsari Road",191131,India,34.188402,74.683826,+919149623727,fojdark001@gmail.com,Fojdar Khan Fojdar,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Toilet",4.1,33,https://locator.iocl.com/indianoil-sheikh-filling-station-petrol-pump-haran-srinagar-238521/Home,https://locator.iocl.com/indianoil-sheikh-filling-station-petrol-pump-haran-srinagar-238521/Map
239333,Retail_Fuel,IndianOil,Khan Fuels,GasStation,Jammu And Kashmir,Srinagar,Haran,"Ground Floor, Wakura, Zazna, Ganderbal, Sambal Kangan Road",191131,India,34.2295,74.68006,+919796322248,khan.fayez@me.com,Deeba Jeelani Darwaish Deeba,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",,,https://locator.iocl.com/indianoil-khan-fuels-petrol-pump-haran-srinagar-239333/Home,https://locator.iocl.com/indianoil-khan-fuels-petrol-pump-haran-srinagar-239333/Map
237839,Retail_Fuel,IndianOil,Shaheed Showkat Filling Station,GasStation,Jammu And Kashmir,Srinagar,Ganderbal,"Ground Floor, Soura Road",191201,India,34.207469000,74.794185000,+919419265452,ha7338980@gmail.com,Bano Saira,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4,85,https://locator.iocl.com/indianoil-shaheed-showkat-filling-station-petrol-pump-ganderbal-srinagar-237839/Home,https://locator.iocl.com/indianoil-shaheed-showkat-filling-station-petrol-pump-ganderbal-srinagar-237839/Map
197630,Retail_Fuel,IndianOil,Em Rite Motors,GasStation,Jammu And Kashmir,Srinagar,Khunmoh,"Ground Floor, Zeewan",191104,India,34.041671,74.916145,+919419074332,emritemotors@gmail.com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Free Air Facility, Toilet",4.4,24,https://locator.iocl.com/indianoil-em-rite-motors-petrol-pump-khunmoh-srinagar-197630/Home,https://locator.iocl.com/indianoil-em-rite-motors-petrol-pump-khunmoh-srinagar-197630/Map
519672,Retail_Fuel,IndianOil,Haarson Filling Station,GasStation,Jammu And Kashmir,Srinagar,Cherwan,"Kangan Srinagar Leh Highway, Nh1",191202,India,34.261747,74.904827,+918491003080,Ratherabdullahumer@Gmail.Com,Manager,Monday: 12:00 AM-11:59 PM; Tuesday: 12:00 AM-11:59 PM; Wednesday: 12:00 AM-11:59 PM; Thursday: 12:00 AM-11:59 PM; Friday: 12:00 AM-11:59 PM; Saturday: 12:00 AM-11:59 PM; Sunday: 12:00 AM-11:59 PM,"Cash, Credit Card, Debit Card, Online Payment",Kerbside Parking,4.5,62,https://locator.iocl.com/indianoil-haarson-filling-station-petrol-pump-cherwan-srinagar-519672/Home,https://locator.iocl.com/indianoil-haarson-filling-station-petrol-pump-cherwan-srinagar-519672/Map
196328,Retail_Fuel,IndianOil,Star Service Station,GasStation,Jammu And Kashmir,Srinagar,New Airport Road,Bypass Hyderpora,190014,India,34.038497476499,74.789756996698,+919419002534,starservicestation1@gmail.com,Manager,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; ATM, Free Air Facility, Toilet",3.9,695,https://locator.iocl.com/indianoil-star-service-station-petrol-pump-new-airport-road-srinagar-196328/Home,https://locator.iocl.com/indianoil-star-service-station-petrol-pump-new-airport-road-srinagar-196328/Map
238509,Retail_Fuel,IndianOil,Isher Dass Vaid &amp; Sons,GasStation,Jammu And Kashmir,Kathua,Barnoti,Ground Floor,184126,India,32.424862000,75.442513000,+918491910338,pranav_vaid5656@yahoo.in,Gupta Rama,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.2,34,https://locator.iocl.com/indianoil-isher-dass-vaid-sons-petrol-pump-barnoti-kathua-238509/Home,https://locator.iocl.com/indianoil-isher-dass-vaid-sons-petrol-pump-barnoti-kathua-238509/Map
238271,Retail_Fuel,IndianOil,Sureshta Filling Station,GasStation,Jammu And Kashmir,Kathua,Chek Shekhian,"Ground Floor, NH 1A",184124,India,32.38356,75.54459,+919419204685,sureshta14sharma@gmail.com,Sharma Sureshta,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",4.8,62,https://locator.iocl.com/indianoil-sureshta-filling-station-petrol-pump-chek-shekhian-kathua-238271/Home,https://locator.iocl.com/indianoil-sureshta-filling-station-petrol-pump-chek-shekhian-kathua-238271/Map
238836,Retail_Fuel,IndianOil,Qurat Filling Station,GasStation,Jammu And Kashmir,Srinagar,Wuyan,"Ground Floor, Pampore, Sempora Khrew Road",191102,India,34.032628,74.958368,+917006491211,quratfilling@gmail.com,Wasin,Monday: 06:00 AM-10:00 PM; Tuesday: 06:00 AM-10:00 PM; Wednesday: 06:00 AM-10:00 PM; Thursday: 06:00 AM-10:00 PM; Friday: 06:00 AM-10:00 PM; Saturday: 06:00 AM-10:00 PM; Sunday: 06:00 AM-10:00 PM,"Cash, Credit Card, Debit Card, Online Payment","Kerbside Parking; Clean Drinking Water, Free Air Facility, Toilet",3.5,2,https://locator.iocl.com/indianoil-qurat-filling-station-petrol-pump-wuyan-srinagar-238836/Home,https://locator.iocl.com/indianoil-qurat-filling-station-petrol-pump-wuyan-srinagar-238836/Map
